,Label
508,2
3597,0
1087,2
3939,0
3899,0
1769,0
1472,0
666,0
2664,0
391,0
2329,0
1820,0
2087,0
511,0
2006,0
486,0
3277,0
883,0
3698,0
858,0
3758,0
2762,1
3373,0
1688,0
3855,0
3355,0
2344,0
3442,0
1485,0
2104,0
733,2
2113,0
1857,0
2284,0
2532,0
3050,0
2394,2
1427,0
324,0
3409,0
2465,0
453,0
1781,1
2097,2
2275,0
2375,0
1548,0
2694,0
83,0
2274,0
2995,0
2100,0
3036,1
618,1
2605,0
2090,0
1400,0
3379,0
1778,2
2457,0
2606,0
2463,0
3250,0
813,0
686,0
1022,0
2902,0
1916,0
3258,0
717,0
2808,1
2108,0
1337,2
3195,0
1608,0
2485,0
2416,0
3775,0
1010,0
289,0
3093,2
1192,0
1251,0
2613,0
1249,0
3237,0
2830,0
1180,2
2680,0
1289,0
3293,0
3613,0
1461,1
1810,0
1028,0
2331,0
2976,2
1807,0
69,0
1506,0
732,0
2351,0
3748,0
218,0
1161,0
1152,0
2208,0
3042,0
1369,0
1460,0
877,1
815,0
3736,0
1621,0
2407,0
2804,0
3411,0
328,0
3035,0
3012,0
1041,0
2927,0
136,0
2429,0
3717,0
834,0
3452,0
3632,0
3427,0
958,0
1856,0
2849,0
1760,0
3467,2
3363,1
298,0
3886,0
1488,0
2768,0
2490,0
182,0
2999,0
221,0
2127,0
3611,0
3121,0
1514,0
534,1
2016,0
420,0
2165,1
2018,0
2417,0
2441,0
2938,0
676,0
1720,2
3545,0
436,0
495,0
1935,0
2513,0
2917,0
3343,0
270,0
3951,0
2225,0
1487,1
3435,0
3107,0
1748,0
